,age,job,marital,education,default,balance,housing,loan,contact,day,month,duration,campaign,pdays,previous,poutcome
586,32,self-employed,single,secondary,no,518,yes,no,cellular,18,may,34,7,-1,0,unknown
587,36,self-employed,married,tertiary,no,16,yes,yes,cellular,18,jul,95,4,-1,0,unknown
588,41,blue-collar,married,secondary,no,-256,yes,no,unknown,3,jun,147,2,-1,0,unknown
589,43,blue-collar,married,secondary,no,105,no,yes,cellular,4,jul,668,2,-1,0,unknown
590,45,self-employed,married,tertiary,no,334,no,no,unknown,5,jun,87,2,-1,0,unknown
591,39,technician,married,secondary,no,1048,no,yes,cellular,21,jul,405,1,-1,0,unknown
592,41,services,married,secondary,no,108,yes,yes,unknown,13,may,83,7,-1,0,unknown
593,31,technician,married,secondary,no,660,no,no,cellular,22,jun,115,1,-1,0,unknown
594,37,unemployed,single,tertiary,yes,0,yes,no,cellular,10,jul,108,1,-1,0,unknown
595,28,entrepreneur,married,unknown,no,1034,no,no,cellular,29,jan,113,1,-1,0,unknown
596,47,housemaid,married,primary,no,201,yes,no,cellular,7,aug,58,2,382,1,failure
597,37,housemaid,married,primary,no,189,no,no,cellular,8,aug,148,4,-1,0,unknown
598,60,retired,divorced,unknown,no,-49,yes,no,cellular,29,jan,188,1,261,2,failure
599,43,technician,divorced,secondary,no,1413,yes,no,telephone,28,jul,75,3,-1,0,unknown
600,58,retired,divorced,tertiary,no,264,yes,yes,cellular,8,jul,523,3,-1,0,unknown
601,52,entrepreneur,married,tertiary,no,54,yes,yes,telephone,18,nov,103,1,-1,0,unknown
602,50,blue-collar,married,primary,no,12519,yes,no,cellular,17,apr,146,2,147,4,success
603,32,services,single,secondary,no,2881,no,no,cellular,2,jul,356,1,-1,0,unknown
604,42,blue-collar,married,primary,no,0,yes,no,cellular,17,jul,71,1,-1,0,unknown
605,31,admin.,married,secondary,no,88,yes,yes,cellular,8,aug,189,2,-1,0,unknown
606,28,blue-collar,married,secondary,no,1020,yes,no,unknown,28,may,251,1,-1,0,unknown
607,36,technician,divorced,tertiary,no,119,no,no,cellular,23,jul,127,8,-1,0,unknown
608,51,unemployed,single,tertiary,no,1594,no,no,telephone,4,feb,197,1,-1,0,unknown
609,46,technician,married,tertiary,no,342,yes,yes,cellular,5,may,84,1,-1,0,unknown
610,50,services,single,secondary,no,72,no,no,unknown,8,may,141,2,-1,0,unknown
611,32,blue-collar,married,secondary,no,14,yes,no,unknown,2,jun,171,1,-1,0,unknown
612,26,entrepreneur,single,tertiary,no,81,no,no,cellular,21,jul,262,3,-1,0,unknown
613,41,self-employed,married,tertiary,no,231,no,no,cellular,7,aug,352,2,-1,0,unknown
614,39,technician,married,tertiary,no,1161,yes,no,cellular,9,apr,236,1,336,1,failure
615,31,blue-collar,married,secondary,no,-45,yes,no,unknown,2,jun,184,1,-1,0,unknown
616,28,management,single,tertiary,no,231,yes,yes,cellular,25,jul,568,2,-1,0,unknown
617,31,management,single,secondary,no,36,no,no,cellular,27,aug,105,2,-1,0,unknown
618,30,technician,married,tertiary,no,1570,yes,no,cellular,26,may,260,1,-1,0,unknown
619,35,technician,married,tertiary,no,7050,no,no,cellular,11,aug,222,3,182,4,success
620,33,blue-collar,married,primary,no,3704,yes,no,unknown,6,jun,447,2,-1,0,unknown
621,30,technician,single,tertiary,no,6619,yes,no,cellular,21,aug,239,8,-1,0,unknown
622,32,blue-collar,single,secondary,no,-84,yes,no,cellular,11,may,426,1,-1,0,unknown
623,40,management,single,tertiary,no,1509,no,no,cellular,12,may,333,1,58,3,failure
624,31,self-employed,married,tertiary,no,1134,no,no,cellular,6,feb,174,2,-1,0,unknown
625,36,technician,married,secondary,no,146,yes,yes,unknown,15,may,284,2,-1,0,unknown
626,33,management,single,tertiary,no,9449,yes,no,cellular,8,may,428,1,-1,0,unknown
627,57,retired,married,secondary,no,374,yes,yes,cellular,16,jul,236,1,-1,0,unknown
628,45,technician,married,secondary,no,88,no,no,cellular,29,aug,150,2,-1,0,unknown
629,59,management,married,tertiary,no,2764,no,no,cellular,24,dec,237,1,206,2,failure
630,30,management,single,tertiary,no,2,yes,yes,cellular,25,jul,1031,8,-1,0,unknown
631,33,technician,married,tertiary,no,8023,no,no,cellular,30,nov,107,1,105,3,failure
632,52,blue-collar,married,secondary,no,289,yes,no,unknown,21,may,45,13,-1,0,unknown
633,83,retired,married,secondary,no,0,no,no,cellular,18,mar,140,10,-1,0,unknown
634,58,self-employed,divorced,tertiary,no,1382,no,no,unknown,9,jun,700,1,-1,0,unknown
635,33,management,divorced,tertiary,yes,280,no,yes,cellular,18,nov,155,1,-1,0,unknown
636,41,blue-collar,divorced,primary,no,2195,yes,no,unknown,3,jun,211,5,-1,0,unknown
637,31,self-employed,married,secondary,no,33,no,no,cellular,6,aug,165,4,-1,0,unknown
638,35,blue-collar,divorced,secondary,no,275,no,yes,cellular,10,jul,144,5,-1,0,unknown
639,27,management,single,tertiary,no,703,yes,no,unknown,5,jun,590,3,-1,0,unknown
640,57,admin.,divorced,unknown,no,887,no,no,unknown,20,jun,43,8,-1,0,unknown
641,56,unknown,married,unknown,no,0,no,no,unknown,20,jun,471,2,-1,0,unknown
642,53,admin.,single,secondary,no,1178,yes,no,unknown,15,may,295,2,-1,0,unknown
643,39,management,married,tertiary,no,2763,yes,no,unknown,2,jun,526,2,-1,0,unknown
644,32,entrepreneur,single,tertiary,no,890,yes,yes,cellular,28,aug,27,10,-1,0,unknown
645,46,self-employed,married,secondary,no,548,no,no,cellular,12,aug,1181,4,-1,0,unknown
646,56,technician,married,tertiary,no,272,no,no,cellular,26,aug,103,2,-1,0,unknown
647,46,management,divorced,tertiary,no,6269,yes,no,telephone,18,nov,249,3,112,2,failure
648,29,entrepreneur,married,secondary,no,178,yes,no,cellular,5,may,231,4,-1,0,unknown
649,60,management,married,primary,no,252,yes,yes,cellular,13,apr,123,2,147,3,failure
650,33,housemaid,single,tertiary,no,23663,yes,no,cellular,16,apr,199,2,146,2,failure
651,27,entrepreneur,single,tertiary,no,81,no,no,cellular,5,feb,197,1,199,3,failure
652,50,self-employed,divorced,tertiary,no,59,yes,no,unknown,28,may,67,2,-1,0,unknown
653,45,services,married,secondary,no,1343,no,yes,cellular,8,jul,220,1,-1,0,unknown
654,58,retired,married,secondary,no,225,no,no,cellular,7,aug,122,6,-1,0,unknown
655,59,retired,married,primary,no,0,yes,no,unknown,26,may,104,7,-1,0,unknown
656,58,retired,divorced,primary,no,2538,yes,no,cellular,31,jul,307,6,-1,0,unknown
657,64,retired,married,primary,no,43,no,no,cellular,11,mar,117,1,91,1,success
658,47,technician,married,secondary,no,57,no,no,cellular,5,may,253,1,342,1,success
659,40,management,married,tertiary,no,-117,yes,no,cellular,17,jul,770,2,-1,0,unknown
660,36,technician,divorced,secondary,no,666,yes,yes,cellular,3,apr,190,1,133,1,other
661,28,management,single,tertiary,no,0,yes,no,cellular,16,jul,767,5,-1,0,unknown
662,38,technician,single,tertiary,no,25,yes,no,cellular,1,jun,232,2,-1,0,unknown
663,53,entrepreneur,married,primary,no,1034,yes,no,cellular,19,nov,854,2,170,3,other
664,46,blue-collar,single,secondary,no,324,yes,no,unknown,30,may,293,6,-1,0,unknown
665,54,technician,married,secondary,no,0,no,no,telephone,16,nov,986,1,94,8,failure
666,32,management,married,tertiary,no,0,no,no,cellular,19,nov,66,1,-1,0,unknown
667,55,management,married,primary,no,621,no,yes,cellular,2,feb,114,1,208,1,failure
668,55,retired,divorced,secondary,no,138,no,no,cellular,17,jul,205,1,-1,0,unknown
669,56,technician,married,secondary,no,4063,no,yes,telephone,28,jul,31,4,-1,0,unknown
670,40,blue-collar,married,secondary,no,11084,no,no,unknown,11,jun,113,1,-1,0,unknown
671,44,technician,married,secondary,no,310,yes,no,cellular,6,feb,200,1,253,1,failure
672,32,entrepreneur,married,unknown,no,73,yes,no,cellular,21,nov,158,1,135,1,failure
673,33,management,married,tertiary,no,1808,yes,no,unknown,4,jun,99,4,-1,0,unknown
674,41,unemployed,divorced,secondary,no,1281,no,no,cellular,31,jul,45,3,-1,0,unknown
675,37,technician,married,secondary,no,64,yes,no,cellular,12,may,239,4,278,2,other
676,58,management,single,tertiary,no,2,yes,no,telephone,11,may,168,3,-1,0,unknown
677,52,blue-collar,married,secondary,no,60,no,yes,cellular,26,aug,196,2,-1,0,unknown
678,49,services,single,secondary,no,133,no,no,unknown,11,jun,319,6,-1,0,unknown
679,44,housemaid,married,primary,no,3706,no,no,unknown,17,jun,209,3,-1,0,unknown
680,28,admin.,single,unknown,no,174,no,no,cellular,28,sep,184,1,-1,0,unknown
681,31,technician,married,secondary,no,251,no,yes,cellular,29,aug,156,2,-1,0,unknown
682,37,self-employed,married,secondary,no,4153,yes,no,cellular,31,jul,35,16,-1,0,unknown
683,30,technician,single,tertiary,no,985,yes,no,cellular,19,feb,88,2,-1,0,unknown
684,28,services,single,secondary,no,168,no,no,cellular,1,jun,347,3,140,2,success
685,46,services,married,secondary,no,1550,yes,no,cellular,16,apr,126,2,149,8,failure
686,47,management,married,tertiary,no,7708,yes,no,cellular,21,nov,157,5,-1,0,unknown
687,35,blue-collar,married,primary,no,-12,yes,no,unknown,12,may,212,5,-1,0,unknown
688,80,management,married,primary,no,6483,no,no,telephone,19,oct,123,1,-1,0,unknown
689,30,technician,single,tertiary,no,60,yes,yes,unknown,7,may,306,5,-1,0,unknown
690,55,technician,single,secondary,no,3339,yes,no,unknown,2,jun,63,1,-1,0,unknown
691,22,student,single,tertiary,no,1161,no,yes,cellular,16,jun,119,1,-1,0,unknown
692,33,blue-collar,single,primary,no,599,yes,no,unknown,21,may,29,1,-1,0,unknown
693,53,entrepreneur,married,unknown,no,28,no,no,cellular,31,jul,117,2,-1,0,unknown
694,49,management,married,tertiary,no,1430,no,no,cellular,18,nov,231,2,-1,0,unknown
695,51,retired,married,secondary,no,35,no,yes,cellular,8,jul,123,4,-1,0,unknown
696,41,self-employed,married,tertiary,no,6000,yes,no,cellular,18,nov,265,1,-1,0,unknown
697,34,technician,married,secondary,no,0,yes,no,cellular,15,jul,144,1,-1,0,unknown
698,36,blue-collar,single,secondary,no,340,no,yes,unknown,16,jun,559,3,-1,0,unknown
699,35,entrepreneur,married,tertiary,no,0,no,no,cellular,5,may,74,1,168,4,failure
700,29,services,married,secondary,no,3,yes,no,cellular,10,jul,183,1,-1,0,unknown
701,40,technician,single,tertiary,no,445,yes,no,cellular,24,jul,631,1,-1,0,unknown
702,32,management,divorced,tertiary,no,874,no,no,cellular,12,aug,1282,6,-1,0,unknown
703,48,blue-collar,married,secondary,no,705,no,no,unknown,13,may,108,2,-1,0,unknown
704,59,retired,married,unknown,no,1033,no,no,unknown,11,jun,1199,1,-1,0,unknown
705,35,self-employed,divorced,tertiary,no,1354,yes,no,unknown,23,may,736,2,-1,0,unknown
706,33,technician,single,tertiary,no,123,no,no,cellular,19,aug,264,1,-1,0,unknown
707,55,retired,married,primary,no,8894,no,no,unknown,11,jun,262,1,-1,0,unknown
708,41,blue-collar,married,secondary,no,429,yes,no,unknown,13,may,244,1,-1,0,unknown
709,42,housemaid,married,primary,no,14752,no,no,unknown,19,may,107,2,-1,0,unknown
710,46,blue-collar,married,primary,no,67,no,no,unknown,24,jun,9,1,-1,0,unknown
711,35,housemaid,divorced,secondary,no,39,no,no,cellular,31,jul,149,2,-1,0,unknown
712,28,technician,single,tertiary,no,102,no,no,cellular,28,jan,321,2,-1,0,unknown
713,25,student,single,secondary,no,1790,no,no,cellular,17,apr,224,1,322,3,failure
714,56,management,single,tertiary,no,15311,no,no,cellular,29,apr,157,6,-1,0,unknown
715,30,admin.,single,secondary,no,-635,no,no,cellular,25,jul,250,1,-1,0,unknown
716,45,blue-collar,married,secondary,no,115,no,no,cellular,11,aug,209,4,-1,0,unknown
717,40,management,married,tertiary,no,10786,no,no,unknown,20,jun,111,3,-1,0,unknown
718,40,blue-collar,married,secondary,no,498,yes,no,cellular,8,may,55,2,298,4,failure
719,39,blue-collar,married,secondary,no,1045,yes,yes,cellular,9,jul,290,13,-1,0,unknown
720,48,entrepreneur,married,tertiary,no,810,no,no,unknown,6,jun,383,1,-1,0,unknown
721,31,technician,single,tertiary,no,-162,yes,no,cellular,18,may,380,1,-1,0,unknown
722,32,management,married,tertiary,no,55,no,no,cellular,2,feb,124,3,-1,0,unknown
723,34,services,married,secondary,no,586,yes,yes,unknown,8,may,224,2,-1,0,unknown
724,26,technician,single,secondary,no,455,no,no,cellular,29,jan,240,1,182,8,other
725,31,management,married,tertiary,no,1010,yes,no,cellular,15,may,385,3,364,9,other
726,37,management,single,tertiary,no,509,yes,no,cellular,6,may,133,1,-1,0,unknown
727,29,student,single,unknown,no,2929,no,no,cellular,11,aug,91,1,-1,0,unknown
728,57,technician,married,secondary,no,3071,yes,yes,cellular,7,may,63,3,-1,0,unknown
729,47,management,single,tertiary,no,153,yes,no,cellular,18,nov,192,2,-1,0,unknown
730,38,self-employed,single,secondary,no,1146,yes,no,unknown,21,may,91,2,-1,0,unknown
731,48,blue-collar,married,primary,no,1092,no,yes,cellular,18,nov,79,1,172,8,failure
732,50,management,married,tertiary,no,3463,no,yes,cellular,28,oct,96,1,-1,0,unknown
733,33,admin.,married,secondary,no,1158,yes,no,cellular,20,apr,25,2,-1,0,unknown
734,28,admin.,single,secondary,no,26,yes,no,cellular,7,may,227,2,-1,0,unknown
735,30,services,single,secondary,no,566,no,no,cellular,5,feb,110,1,-1,0,unknown
736,52,technician,divorced,secondary,no,204,no,no,cellular,7,aug,134,2,-1,0,unknown
737,36,technician,married,secondary,no,480,no,no,cellular,20,oct,213,1,-1,0,unknown
738,36,technician,single,secondary,no,1855,yes,no,cellular,4,feb,75,1,273,1,failure
739,46,services,married,secondary,no,1034,no,no,cellular,8,aug,109,2,-1,0,unknown
740,57,management,married,tertiary,no,3250,no,no,cellular,20,aug,162,3,-1,0,unknown
741,28,management,single,secondary,no,1633,no,no,cellular,5,jun,275,1,-1,0,unknown
742,46,services,married,secondary,no,0,yes,no,cellular,22,jun,154,1,124,1,other
743,55,retired,married,primary,no,3334,no,no,cellular,14,aug,632,4,-1,0,unknown
744,33,management,married,tertiary,no,4020,yes,yes,cellular,15,apr,251,1,-1,0,unknown
745,53,management,married,secondary,no,66,no,yes,telephone,8,jul,141,1,-1,0,unknown
746,41,technician,single,secondary,no,-41,yes,yes,cellular,3,apr,154,1,-1,0,unknown
747,60,blue-collar,married,secondary,no,322,yes,no,cellular,7,may,63,1,-1,0,unknown
748,35,entrepreneur,married,primary,no,2643,no,yes,cellular,8,jul,259,1,-1,0,unknown
749,43,blue-collar,divorced,primary,no,49,yes,no,unknown,9,may,100,1,-1,0,unknown
750,57,admin.,divorced,primary,no,1,no,no,unknown,15,may,17,10,-1,0,unknown
751,46,admin.,married,secondary,no,3098,yes,no,telephone,21,nov,192,9,-1,0,unknown
752,31,blue-collar,married,primary,no,352,yes,no,unknown,19,may,97,9,-1,0,unknown
753,53,technician,married,secondary,no,65,no,no,cellular,25,aug,41,2,-1,0,unknown
754,35,blue-collar,married,secondary,no,1949,yes,no,unknown,2,jun,200,3,-1,0,unknown
755,32,admin.,single,secondary,no,739,yes,no,cellular,20,nov,91,3,-1,0,unknown
756,48,management,married,tertiary,no,1167,yes,yes,cellular,1,jun,264,1,-1,0,unknown
757,50,admin.,married,secondary,no,231,yes,no,cellular,21,nov,397,2,-1,0,unknown
758,40,blue-collar,married,primary,no,1136,yes,no,unknown,21,may,86,1,-1,0,unknown
759,42,entrepreneur,married,tertiary,no,233,no,no,cellular,5,feb,446,1,-1,0,unknown
760,59,admin.,married,secondary,no,817,no,no,cellular,9,apr,304,1,-1,0,unknown
761,27,blue-collar,single,primary,no,1128,yes,no,unknown,30,jun,88,4,-1,0,unknown
762,32,management,single,tertiary,no,1831,yes,no,cellular,20,apr,86,2,-1,0,unknown
763,35,technician,single,secondary,no,450,yes,no,cellular,13,may,63,1,-1,0,unknown
764,28,services,married,secondary,no,0,yes,no,cellular,5,may,335,2,281,8,failure
765,37,management,divorced,secondary,no,414,no,no,cellular,29,jan,293,2,162,4,failure
766,57,management,married,primary,no,1052,yes,no,unknown,13,may,227,4,-1,0,unknown
767,42,admin.,single,secondary,no,1022,yes,no,unknown,5,may,146,2,-1,0,unknown
768,55,admin.,married,primary,no,343,yes,no,cellular,14,jul,276,3,-1,0,unknown
769,52,management,married,tertiary,no,1944,yes,no,cellular,15,apr,238,3,323,2,failure
770,26,blue-collar,single,secondary,no,-32,yes,yes,cellular,31,jul,14,6,-1,0,unknown
771,52,technician,married,secondary,no,1781,yes,no,unknown,19,may,144,2,-1,0,unknown
772,26,management,single,tertiary,no,350,no,no,cellular,8,jul,367,1,-1,0,unknown
773,33,unemployed,married,secondary,no,2,yes,no,cellular,16,jul,132,1,-1,0,unknown
774,24,blue-collar,single,primary,no,111,yes,yes,unknown,27,may,42,4,-1,0,unknown
775,37,management,divorced,tertiary,no,168,yes,no,unknown,5,jun,227,1,-1,0,unknown
776,28,technician,single,secondary,no,3,no,no,telephone,18,may,40,8,349,6,failure
777,30,technician,single,secondary,no,102,yes,no,unknown,7,may,614,2,-1,0,unknown
778,33,blue-collar,married,primary,no,0,yes,no,unknown,15,may,270,1,-1,0,unknown
779,55,unknown,married,primary,no,159,no,no,unknown,4,sep,15,1,-1,0,unknown
780,33,blue-collar,married,secondary,no,1134,yes,no,unknown,23,may,304,2,-1,0,unknown
781,42,blue-collar,married,secondary,no,352,yes,no,cellular,11,may,79,3,-1,0,unknown
782,37,management,married,tertiary,no,865,yes,no,cellular,3,jun,101,1,-1,0,unknown
783,59,blue-collar,married,primary,no,179,yes,no,unknown,5,may,55,3,-1,0,unknown
784,27,blue-collar,single,secondary,no,5,yes,no,unknown,19,may,205,3,-1,0,unknown
785,23,student,married,tertiary,yes,-230,yes,no,cellular,18,may,259,2,-1,0,unknown
786,51,management,divorced,tertiary,no,0,no,no,cellular,13,aug,60,2,-1,0,unknown
787,50,blue-collar,married,primary,no,3924,yes,no,cellular,20,apr,122,2,-1,0,unknown
788,43,technician,married,secondary,no,764,yes,no,cellular,14,jul,557,5,-1,0,unknown
789,37,blue-collar,divorced,primary,no,511,yes,no,telephone,11,may,42,1,-1,0,unknown
790,34,management,single,tertiary,no,4348,yes,no,cellular,28,aug,373,8,-1,0,unknown
791,41,management,married,tertiary,no,3016,yes,no,cellular,14,jul,80,3,-1,0,unknown
792,26,student,single,secondary,no,279,no,no,cellular,7,may,239,3,-1,0,unknown
793,49,management,divorced,tertiary,no,1405,no,no,unknown,8,jun,29,1,-1,0,unknown
794,29,blue-collar,single,secondary,no,908,yes,no,unknown,20,jun,1663,1,-1,0,unknown
795,30,management,single,tertiary,no,162,yes,no,unknown,20,may,186,4,-1,0,unknown
796,38,services,divorced,secondary,no,792,no,no,unknown,6,jun,430,1,-1,0,unknown
797,58,management,married,secondary,no,111,no,no,telephone,24,mar,58,2,-1,0,unknown
798,34,student,single,unknown,no,1281,no,no,cellular,25,aug,279,1,117,1,failure
799,53,services,divorced,unknown,no,1012,yes,no,cellular,28,jul,332,2,-1,0,unknown
800,50,management,married,tertiary,no,2881,no,no,cellular,5,aug,510,2,2,5,other
801,30,blue-collar,single,secondary,no,445,yes,no,cellular,16,apr,218,1,330,2,failure
802,40,management,married,secondary,no,643,yes,no,cellular,17,apr,74,2,256,1,failure
803,57,housemaid,single,secondary,no,254,no,no,cellular,8,oct,676,1,-1,0,unknown
804,40,management,married,tertiary,no,-1212,yes,no,cellular,15,may,1259,2,333,18,failure
805,41,technician,married,secondary,no,2125,yes,yes,cellular,21,nov,285,3,116,4,failure
806,53,technician,divorced,unknown,no,629,yes,no,cellular,8,may,298,1,-1,0,unknown
807,48,blue-collar,married,secondary,no,-202,yes,yes,cellular,30,jul,225,4,-1,0,unknown
808,32,technician,single,secondary,no,271,yes,no,cellular,13,may,80,2,268,2,other
809,34,management,married,tertiary,no,703,yes,no,cellular,14,apr,342,1,-1,0,unknown
810,46,blue-collar,married,secondary,no,-216,yes,no,cellular,28,jul,404,3,-1,0,unknown
811,45,services,divorced,secondary,no,88,no,yes,cellular,7,jul,332,1,-1,0,unknown
812,51,admin.,single,tertiary,no,16,yes,no,cellular,30,jan,158,1,-1,0,unknown
813,31,management,married,secondary,no,466,yes,no,cellular,14,may,164,1,-1,0,unknown
814,47,technician,married,secondary,no,-75,yes,no,cellular,4,feb,57,1,247,1,other
815,32,blue-collar,married,secondary,no,456,no,no,cellular,12,may,121,1,-1,0,unknown
816,41,technician,married,secondary,no,77,yes,no,cellular,7,may,56,1,-1,0,unknown
817,37,services,single,secondary,no,-244,no,no,unknown,3,jul,178,1,-1,0,unknown
818,27,blue-collar,single,primary,no,1209,no,no,cellular,29,jan,283,1,-1,0,unknown
819,27,services,married,secondary,no,58,yes,no,cellular,7,may,113,1,337,2,other
820,50,management,married,secondary,yes,421,no,no,cellular,20,nov,22,5,-1,0,unknown
821,31,management,single,tertiary,no,112,yes,no,cellular,2,feb,159,2,271,1,failure
822,40,self-employed,married,tertiary,no,13669,no,no,cellular,15,oct,138,1,136,8,other
823,43,management,married,tertiary,no,1429,yes,no,cellular,19,nov,1015,1,198,2,other
824,39,technician,married,tertiary,no,794,no,no,telephone,2,feb,182,1,-1,0,unknown
825,31,entrepreneur,single,tertiary,no,1957,no,no,cellular,4,feb,112,3,-1,0,unknown
826,48,technician,married,secondary,no,454,yes,no,cellular,10,jul,114,1,-1,0,unknown
827,32,blue-collar,single,primary,no,882,no,yes,cellular,29,jul,80,8,-1,0,unknown
828,47,unemployed,married,primary,no,168,yes,no,telephone,30,jan,66,1,241,1,other
829,35,management,single,tertiary,no,714,yes,no,cellular,26,aug,135,22,-1,0,unknown
830,42,management,single,tertiary,no,0,no,no,cellular,7,sep,99,1,-1,0,unknown
831,47,blue-collar,married,secondary,no,1996,no,no,unknown,5,jun,761,2,-1,0,unknown
832,59,retired,married,secondary,no,163,no,no,cellular,24,jul,464,1,-1,0,unknown
833,38,admin.,married,secondary,no,3190,yes,no,unknown,20,jun,20,2,-1,0,unknown
834,50,unemployed,married,secondary,no,1772,no,no,cellular,29,jul,206,4,-1,0,unknown
835,27,services,single,secondary,no,-151,no,no,cellular,8,jul,283,2,-1,0,unknown
836,55,housemaid,married,primary,no,16,no,no,unknown,20,jun,64,1,-1,0,unknown
837,39,services,single,secondary,no,7066,yes,no,cellular,15,may,667,3,357,3,other
838,31,technician,single,tertiary,no,454,no,no,cellular,4,feb,73,3,-1,0,unknown
839,37,entrepreneur,married,tertiary,no,4798,yes,no,unknown,20,may,156,2,-1,0,unknown
840,28,technician,single,secondary,yes,-298,yes,no,unknown,3,jun,559,7,-1,0,unknown
841,42,technician,married,secondary,no,439,no,no,cellular,20,aug,143,2,-1,0,unknown
842,40,services,divorced,secondary,no,1927,yes,no,unknown,15,may,62,1,-1,0,unknown
843,59,management,single,secondary,no,671,yes,yes,cellular,29,jan,219,2,259,5,failure
844,40,services,single,secondary,no,65,yes,no,cellular,15,may,15,3,-1,0,unknown
845,43,technician,married,secondary,no,-932,yes,no,cellular,16,apr,567,1,-1,0,unknown
846,38,technician,single,secondary,no,4366,yes,no,cellular,29,jul,188,2,-1,0,unknown
847,54,retired,married,primary,no,0,yes,no,cellular,11,jul,159,2,-1,0,unknown
848,41,blue-collar,married,secondary,no,4900,yes,no,telephone,31,jul,121,2,-1,0,unknown
849,55,housemaid,divorced,primary,no,976,no,no,cellular,28,jun,345,1,94,3,other
850,33,management,married,tertiary,no,148,no,no,unknown,20,may,717,1,-1,0,unknown
851,46,blue-collar,married,secondary,no,5,no,no,cellular,18,aug,71,3,-1,0,unknown
852,36,management,married,secondary,no,-148,no,no,cellular,18,nov,144,2,-1,0,unknown
853,48,technician,divorced,tertiary,no,113,no,yes,cellular,22,jul,38,1,-1,0,unknown
854,42,management,married,secondary,no,-105,yes,no,cellular,28,aug,60,2,-1,0,unknown
855,46,management,divorced,tertiary,no,624,no,no,cellular,17,sep,336,2,183,2,success
856,49,technician,married,secondary,yes,-1680,yes,yes,unknown,27,jun,92,4,-1,0,unknown
857,36,blue-collar,married,secondary,no,-461,no,no,cellular,11,may,254,2,353,1,failure
858,34,technician,single,tertiary,no,144,yes,yes,cellular,14,oct,104,1,85,19,failure
859,51,entrepreneur,divorced,tertiary,no,4,yes,yes,cellular,20,apr,74,5,-1,0,unknown
860,58,blue-collar,married,primary,no,309,no,no,cellular,19,aug,156,2,-1,0,unknown
861,48,management,married,tertiary,no,866,no,no,cellular,29,jan,146,2,-1,0,unknown
862,41,admin.,single,secondary,no,1020,yes,no,unknown,19,may,882,1,-1,0,unknown
863,49,self-employed,married,primary,no,489,yes,no,unknown,27,may,84,4,-1,0,unknown
864,43,management,married,primary,no,8167,yes,no,unknown,19,may,114,2,-1,0,unknown
865,32,blue-collar,single,secondary,no,-255,no,yes,unknown,2,jul,957,3,-1,0,unknown
866,54,retired,married,secondary,no,3671,no,no,unknown,11,jun,67,3,-1,0,unknown
867,33,blue-collar,divorced,primary,no,636,yes,no,cellular,9,jul,211,11,-1,0,unknown
868,35,technician,married,secondary,no,141,yes,no,cellular,19,aug,299,2,-1,0,unknown
869,56,technician,married,secondary,no,150,yes,yes,cellular,11,may,102,6,349,1,failure
870,57,technician,married,secondary,no,839,no,yes,unknown,5,may,225,1,-1,0,unknown
871,31,housemaid,single,primary,no,26965,no,no,cellular,21,apr,654,2,-1,0,unknown
872,33,technician,single,secondary,no,716,yes,no,cellular,14,may,234,2,-1,0,unknown
873,29,technician,single,tertiary,no,2485,no,no,telephone,24,jul,48,6,-1,0,unknown
874,38,management,single,tertiary,no,15030,yes,no,cellular,13,may,167,1,174,7,other
875,37,admin.,married,secondary,no,11303,no,no,cellular,26,may,500,2,-1,0,unknown
876,33,entrepreneur,married,tertiary,no,595,no,no,cellular,7,aug,22,2,-1,0,unknown
877,30,management,single,tertiary,no,19358,no,no,cellular,19,nov,258,2,-1,0,unknown
878,31,self-employed,single,secondary,no,203,no,yes,cellular,19,nov,177,1,-1,0,unknown
879,28,technician,single,tertiary,no,183,yes,yes,unknown,28,may,62,2,-1,0,unknown
880,26,admin.,single,secondary,no,255,no,no,cellular,30,apr,457,1,80,1,success
881,31,technician,single,secondary,no,102,yes,no,telephone,17,apr,460,2,345,2,failure
882,50,housemaid,divorced,primary,no,94,yes,no,cellular,22,jul,184,4,-1,0,unknown
883,45,entrepreneur,married,primary,no,58,yes,no,telephone,13,may,119,3,371,3,failure
884,48,management,married,primary,no,606,no,no,cellular,5,mar,77,6,-1,0,unknown
885,41,technician,married,secondary,no,0,no,yes,cellular,23,jul,107,1,-1,0,unknown
886,60,technician,married,primary,no,65,yes,no,unknown,9,may,1028,2,-1,0,unknown
887,41,blue-collar,married,secondary,no,338,yes,no,unknown,14,may,87,1,-1,0,unknown
888,43,blue-collar,married,primary,no,757,yes,no,unknown,9,may,315,4,-1,0,unknown
889,36,management,married,tertiary,no,9269,yes,yes,cellular,19,nov,107,2,-1,0,unknown
890,40,blue-collar,married,primary,no,1206,no,yes,telephone,16,jul,201,5,-1,0,unknown
891,28,management,single,tertiary,no,882,no,yes,cellular,29,jan,94,1,205,2,failure
892,27,student,single,tertiary,no,5291,no,no,cellular,12,nov,192,2,92,2,failure
893,49,management,single,secondary,no,61,yes,no,cellular,29,jan,185,2,246,1,failure
894,37,technician,married,tertiary,no,0,yes,no,cellular,17,nov,77,1,-1,0,unknown
895,31,blue-collar,married,secondary,no,1407,yes,no,cellular,6,may,142,3,-1,0,unknown
896,31,technician,single,secondary,yes,25,no,no,cellular,2,feb,381,1,-1,0,unknown
897,31,blue-collar,married,secondary,no,1354,yes,yes,cellular,17,nov,222,2,-1,0,unknown
